word,emotion
typify,positive
typist,negative
typo,negative
typo,positive
typographer,negative
typographical,negative
typology,positive
tyra,positive
tyrannic,negative
tyrannical,negative
tyrannous,negative
tyranny,negative
tyrant,negative
tyrany,negative
tyrolean,positive
tyrolese,positive
tyrone,positive
tyson,negative
tyumen,negative
tzar,positive
tzdakah,positive
tzedakah,positive
tzetze,negative
tzu,positive
u-boat,negative
u,negative
u,positive
uae,positive
ualbany,negative
uams,positive
uams,positive
uart,negative
uart,negative
uas,positive
uatp,positive
uaw,positive
ubc,positive
uber,negative
uber,negative
uber,negative
uberlube,negative
ubermensch,negative
ubiquitin,positive
ubiquitination,positive
ubiquitous,positive
ubiquitousness,positive
ubiquity,positive
uboc,positive
ubs,positive
ubud,positive
ubuntu,positive
ubv,negative
uc,positive
uca,positive
ucc,positive
uchitomi,positive
uckfield,positive
ucl,positive
uclinux,negative
ucol,positive
uconn,positive
udall,positive
udc,positive
udc,negative
udder,positive
udf,negative
udld,negative
udp,negative
ueber,negative
ueber,negative
uee,positive
uefa,negative
uei,positive
ueing,negative
ufc,positive
ufn,positive
ufo,negative
ufo,positive
uga,negative
ugandan,negative
ugandan,negative
ugen,negative
ugg,positive
uggs,positive
uggs,positive
ugliest,negative
uglify,negative
ugliness,negative
ugly,negative
ugotravel,positive
uhci,positive
uhm,positive
uhr,negative
uia,negative
uid,negative
uild,negative
uit,negative
uiterste,negative
uitgebracht,negative
uitgebreid,negative
uitlaat,negative
uitmaken,negative
uitruil,negative
ujama,positive
uk,positive
ukas,positive
ul,negative
ulaf,negative
ulc,positive
ulcer,negative
ulcer,negative
ulceration,negative
ulcerative,negative
ulcerative,negative
ulick,positive
ulldecona,positive
ullerton,positive
ullmann,positive
ulmi,negative
ulnar,negative
ulrich,positive
uls,positive
ulster,positive
ulterior,negative
ultilise,positive
ultima,negative
ultimate,positive
ultimate,positive
ultimatum,negative
ultimum,negative
ultipro,positive
ultra,positive
ultra,negative
ultrabay,positive
ultracarb,negative
ultracompact,positive
ultraconservative,negative
ultraedit,positive
ultrafast,positive
ultrafeminine,positive
ultrafine,negative
ultrafine,negative
ultrahd,positive
ultralite,positive
ultralow,negative
ultralyte,negative
ultramax,positive
ultramercial,positive
ultranationalism,positive
ultranationalistic,negative
ultrasonic,negative
ultrasonography,negative
ultrasound,negative
ultrasound,positive
ultratix,positive
ultraviolet,negative
ultraviolet,negative
ultraviolet,negative
ults,negative
ulu,positive
ululate,negative
ululation,negative
uluru,positive
ulysses,positive
um,negative
uma,negative
umask,positive
umbilical,positive
umbilicus,positive
umbrage,negative
umbrageous,negative
umbrella,positive
umbrella,positive
umbria,positive
umbrian,positive
umfassen,negative
umfassend,negative
umfassenden,negative
umfeld,negative
umfragen,negative
umgang,negative
umgang,negative
umgekehrt,negative
umgestellt,negative
uml,positive
umlaut,negative
umm,negative
ummah,negative
umount,negative
umount,negative
ump,positive
umpirage,negative
umpire,positive
umpire,negative
umpiring,positive
umpteenth,negative
umptieth,negative
ums,positive
ums,negative
umsatzsteuer,negative
umsetzung,negative
umsonst,negative
umssync,negative
umteenth,negative
umts,negative
un,negative
un,negative
unabated,negative
unable,negative
unabridged,negative
unabsorbed,negative
unabused,positive
unaccented,negative
unacceptability,negative
unacceptable,negative
unacceptableness,negative
unacceptably,negative
unaccepted,negative
unaccessible,negative
unaccommodating,positive
unaccompanied,negative
unaccomplished,positive
unaccounted,positive
unaccredited,negative
unaccustomed,positive
unachievable,positive
unacknowledged,positive
unacquainted,positive
unacquisitive,positive
unactable,positive
unadaptability,negative
unadaptable,negative
unadapted,negative
unaddicted,negative
unaddressed,positive
unadjusted,negative
unadoptable,positive
unadorned,positive
unadulterated,negative
unadventurous,negative
unadvisable,negative
unadvised,positive
unaesthetic,negative
unaffected,positive
unaffectedness,positive
unaffectionate,negative
unaffixed,positive
unafraid,positive
unaggressive,positive
unagitated,positive
unaided,negative
unaids,positive
unaired,negative
unairworthy,positive
unalarming,positive
unalert,negative
unalienable,negative
unalike,negative
unallocated,negative
unalterability,positive
unalterable,positive
unaltered,negative
unam,positive
unambiguity,positive
unambiguous,positive
unambitious,negative
unamended,positive
unamir,negative
unamuno,positive
unanalyzed,negative
unangry,positive
unanimated,negative
unanimity,positive
unanimous,positive
unannealed,negative
unannounced,positive
unanticipated,negative
unapologetic,negative
unappareled,negative
unappealable,positive
unappealing,negative
unappeasable,negative
unappendaged,negative
unappetising,negative
unappetisingness,positive
unappetizing,negative
unappetizingness,positive
unappreciated,negative
unapproachability,negative
unapproachable,negative
unappropriated,negative
unapproved,positive
unarbitrary,positive
unargumentative,positive
unarmed,positive
unarmored,positive
unarmoured,positive
unarticulated,negative
unary,negative
unascribable,positive
unashamed,negative
unasked,negative
unassailable,positive
unassertive,positive
unassigned,positive
unassisted,negative
unassuming,positive
unassumingness,positive
unattached,negative
unattackable,positive
unattainable,positive
unattended,positive
unattired,negative
unattractive,negative
unattractiveness,negative
unattributable,positive
unauthenticated,negative
unauthorised,negative
unauthorized,positive
unavailability,negative
unavailable,negative
unavailing,negative
unavenged,positive
unavoidable,negative
unavowed,negative
unawakened,positive
unaware,negative
unawares,positive
unawed,positive
unb,positive
unbacked,negative
unbalance,negative
unbalance,negative
unbalanced,negative
unbalanced,positive
unbalconied,positive
unbanded,positive
unbaptised,positive
unbaptized,positive
unbar,positive
unbarreled,positive
unbarrelled,positive
unbearable,negative
unbearable,negative
unbeatable,positive
unbeatables,negative
unbeaten,positive
unbeaten,negative
unbecoming,negative
unbecoming,negative
unbecomingness,positive
unbelieavable,positive
unbelief,negative
unbelievable,negative
unbelievably,positive
unbeliever,negative
unbeliever,positive
unbelieving,negative
unbeloved,positive
unbelt,negative
unbelted,negative
unbend,positive
unbendable,positive
unbending,negative
unbeneficed,positive
unbent,positive
unbiased,positive
unbind,negative
unbleached,positive
unblemished,positive
unblended,positive
unblinking,positive
unblock,positive
unblocking,positive
unbloggy,negative
unbloody,positive
unblushing,negative
unbodied,negative
unbolt,positive
unbootable,negative
unbordered,positive
unborn,negative
unborn,positive
unborn,negative
unbound,positive
unbounded,positive
unboundedness,positive
unbowed,positive
unbox,negative
unbrace,negative
unbraid,positive
unbrainwashed,positive
unbranded,negative
unbreakable,positive
unbreakable,positive
unbreakableness,positive
unbridgeable,positive
unbridle,positive
unbridled,negative
unbroken,positive
unbuckle,positive
unbundled,positive
unbundled,positive
unbundling,positive
unburden,positive
unburdened,positive
unbureaucratic,positive
unburied,negative
unburned,negative
unburnt,negative
unbutton,positive
unbuttoned,positive
uncalled-for,negative
uncalled,negative
uncamphorated,positive
uncanny,positive
uncapacitated,positive
uncapped,positive
uncared-for,positive
uncaring,negative
uncarpeted,positive
uncarved,negative
uncase,negative
uncastrated,positive
uncaught,negative
uncaulked,negative
uncaused,positive
unceasing,negative
uncensored,positive
uncensored,positive
unceremonial,negative
unceremonious,negative
unceremoniousness,positive
uncertain,negative
uncertain,negative
uncertainness,positive
uncertainty,negative
uncertainty,negative
uncertanity,negative
uncertified,positive
unchain,positive
unchained,positive
unchallengable,positive
unchallenged,positive
unchangeability,positive
unchangeable,positive
unchangeableness,positive
unchanged,negative
unchanging,positive
unchangingness,positive
uncharacteristic,negative
uncharacterized,positive
uncharged,positive
uncharitable,negative
unchartered,negative
unchaste,positive
unchastity,negative
unchecking,positive
uncheerful,negative
uncheerfulness,negative
unchewable,positive
unchristian,positive
unchurch,negative
uncircumscribed,negative
uncivilised,negative
uncivilized,negative
unclad,negative
unclaimed,negative
unclasp,positive
unclassified,negative
uncle,positive
unclean,negative
uncleanliness,negative
uncleanness,negative
unclear,negative
uncleared,negative
unclearness,negative
unclimbable,negative
unclip,positive
uncloak,positive
unclog,positive
unclosed,negative
unclosing,negative
unclothe,negative
unclothed,positive
unclouded,positive
uncloudedness,positive
unclutter,positive
uncluttered,positive
uncoated,negative
uncoerced,positive
uncoil,positive
uncoiled,positive
uncollected,positive
uncolored,positive
uncoloured,positive
uncolumned,positive
uncombed,positive
uncomely,negative
uncomfortable,negative
uncomfortableness,negative
uncommitted,negative
uncommon,positive
uncommon,positive
uncommonness,positive
uncommunicative,negative
uncommunicativeness,positive
uncomparable,negative
uncompartmented,positive
uncompassionate,negative
uncompensated,negative
uncomplaining,negative
uncomplete,negative
uncompleted,negative
uncomplimentary,negative
uncomprehensible,negative
uncompress,negative
uncompressed,positive
uncompromised,positive
uncompromising,negative
unconcealed,positive
unconcern,negative
unconcerned,negative
unconditional,positive
unconditional,positive
unconditioned,positive
unconfigured,negative
unconfined,positive
unconfirmed,positive
unconformist,negative
uncongenial,negative
uncongeniality,negative
unconnected,negative
unconnectedness,negative
unconquerable,negative
unconquered,positive
unconscientious,negative
unconscientiousness,negative
unconscionable,negative
unconscious,negative
unconscious,negative
unconsciousness,negative
unconsecrated,negative
unconsenting,positive
unconsidered,negative
unconsolable,negative
unconstipated,positive
unconstitutional,negative
unconstraint,negative
unconstricted,positive
unconsummated,negative
uncontained,negative
uncontaminated,negative
uncontaminating,positive
uncontested,positive
uncontrived,positive
uncontrollable,negative
uncontrolled,negative
uncontroversial,positive
unconventional,positive
unconventionality,negative
unconvertible,negative
unconvinced,negative
unconvincing,negative
uncooperative,negative
uncork,negative
uncorrectable,negative
uncorrected,negative
uncorroborated,negative
uncorrupted,positive
uncounted,positive
uncouple,negative
uncoupling,positive
uncousinly,negative
uncovered,positive
uncovered,negative
uncovering,positive
uncracked,negative
uncrannied,positive
uncrate,negative
uncreated,positive
uncreative,negative
uncreativeness,negative
uncritical,positive
uncross,positive
uncrossed,positive
uncrowded,positive
uncrowned,positive
uncrystallised,negative
uncrystallized,negative
uncultivated,negative
uncultured,negative
uncurbed,negative
uncurtained,negative
und,negative
und,negative
und,negative
undamaged,negative
undatable,negative
undated,negative
undead,negative
undeceive,positive
undecipherable,negative
undeciphered,negative
undeclared,positive
undecomposed,positive
undecorated,positive
undedicated,negative
undef,negative
undefeated,negative
undefendable,positive
undefended,positive
undefiled,positive
undefinable,negative
undefined,negative
undelineated,negative
undeliverable,negative
undelivered,negative
undemanding,positive
undemocratic,negative
undemonstrative,negative
undependability,negative
undependableness,negative
under,positive
underachieve,positive
underachievement,negative
underact,negative
underactive,negative
underage,negative
underage,negative
underaged,negative
underappreciated,positive
underarm,negative
underbelly,negative
underbid,negative
underbody,negative
underbred,negative
underbrush,negative
underbudget,positive
undercarriage,positive
undercharge,positive
undercity,negative
undercoat,positive
undercoat,positive
undercover,positive
undercover,positive
undercurrent,negative
undercut,negative
undercut,negative
underdetermined,positive
underdeveloped,negative
underdevelopment,negative
underdevelopment,negative
underdog,negative
underdone,negative
underdrawers,negative
underdress,positive
undereducated,positive
underemployed,positive
underestimate,negative
underestimate,negative
underestimation,negative
underexpose,negative
undereye,negative
undereyes,positive
underfed,negative
underflow,negative
underflow,negative
underfoot,positive
underframe,negative
underfunding,negative
underfur,positive
undergarment,positive
underglaze,positive
undergo,negative
undergrad,positive
undergraduate,positive
undergraduate,positive
undergravel,positive
underground,negative
underground,negative
undergrowth,negative
underhand,negative
underhanded,negative
underhung,positive
underinsured,negative
underived,negative
underlie,negative
underline,negative
underling,positive
underlying,negative
underlying,negative
underlying,negative
undermentioned,negative
undermine,negative
undernourishment,negative
underpants,negative
underpass,negative
underpay,positive
underperform,negative
underpin,positive
underpinnings,positive
underplay,negative
underprice,negative
underrate,negative
underrating,negative
underreckoning,negative
underreporting,negative
underrepresented,positive
underrun,negative
underrun,negative
underscore,negative
undersea,negative
underseal,positive
undersecretary,positive
undersell,negative
underserved,positive
underserved,positive
undershirt,positive
undershoot,positive
undershot,positive
underside,negative
undersign,negative
undersize,negative
undersized,negative
underslung,positive
undersoil,negative
underspend,positive
understand,positive
understand,positive
understandable,positive
understate,positive
understated,positive
understatement,negative
understeer,negative
understock,negative
understood,negative
understructure,positive
understudy,negative
understudy,negative
undersurface,negative
undertake,positive
undertaker,negative
undertide,negative
undertone,negative
underutilization,negative
underwater,negative
underway,positive
underwear,positive
underweight,negative
underwire,positive
underwood,negative
underwood,negative
underworld,negative
underwrite,positive
underwriter,positive
underwriter,positive
underwriting,positive
undescribed,negative
undescriptive,positive
undeserved,negative
undesigned,negative
undesirability,positive
undesirable,negative
undesired,negative
undesiring,negative
undesirous,negative
undestroyable,positive
undet,negative
undetected,negative
undeterminable,positive
undetermined,negative
undeveloped,negative
undeviating,positive
undiagnosable,negative
undiagnosed,negative
undies,negative
undifferentiated,positive
undiluted,positive
undiminished,negative
undimmed,positive
undiplomatic,negative
undirected,negative
undiscerning,negative
undischarged,positive
undiscipline,negative
undisciplined,negative
undiscovered,positive
undiscriminating,positive
undisputed,positive
undistinguishable,negative
undistinguished,negative
undistributed,negative
undisturbed,positive
undiversified,negative
undivided,positive
undo,negative
undoable,positive
undock,negative
undocumented,negative
undocumented,negative
undoer,negative
undoing,negative
undomestic,negative
undone,positive
undoubted,positive
undp,positive
undp,positive
undrained,positive
undramatic,negative
undreamed,positive
undreamt,positive
undress,negative
undressed,negative
undrinkable,positive
undue,negative
undulate,negative
undulation,negative
undutiful,negative
undyed,positive
undying,positive
undynamic,negative
une,positive
uneager,negative
unearned,negative
unearth,positive
unease,negative
uneasiness,negative
uneasy,negative
uneatable,negative
uneaten,negative
unecessary,negative
unedifying,negative
unedited,positive
uneducated,negative
uneffective,negative
unelaborated,negative
unembellished,positive
unembodied,negative
unemotional,positive
unemotionality,negative
unemployable,negative
unemployed,negative
unenclosed,positive
unencumbered,positive
unending,negative
unendowed,negative
unendurable,negative
unenforceable,negative
unenforced,positive
unenlightened,negative
unenlightening,negative
unenlightenment,negative
unenlivened,negative
unenrgetic,negative
unenterprising,negative
unenthusiastic,negative
unentitled,negative
unenviable,negative
unenvisaged,negative
unep,positive
unequal,negative
unequaled,positive
unequalled,positive
unequipped,negative
unequivocal,positive
unequivocalness,positive
unerasable,positive
unerase,negative
unerect,negative
unermesslichen,negative
unerring,positive
unescorted,positive
unestablished,negative
unethical,negative
uneven,negative
unevenness,negative
unexampled,negative
unexceeded,positive
unexcelled,positive
unexceptable,negative
unexchangeability,negative
unexchangeable,negative
unexcitable,positive
unexcited,positive
unexciting,negative
unexclusive,positive
unexcused,negative
unexhausted,positive
unexpansive,negative
unexpected,negative
unexpectedness,positive
unexpendable,negative
unexpended,negative
unexpired,positive
unexplained,negative
unexploded,positive
unexploited,negative
unexplorative,negative
unexploratory,negative
unexplored,positive
unexportable,positive
unexpressed,negative
unexpressible,positive
unextended,negative
unf,positive
unfaceted,negative
unfailing,positive
unfair,negative
unfair,negative
unfairness,negative
unfaithful,negative
unfaithfulness,negative
unfaltering,positive
unfamiliar,negative
unfamiliarity,negative
unfashionable,negative
unfasten,positive
unfastened,positive
unfastener,negative
unfastening,negative
unfastidious,positive
unfathomable,negative
unfathomed,positive
unfavorable,negative
unfavorableness,negative
unfavourable,negative
unfavourableness,negative
unfazed,positive
unfccc,negative
unfearing,positive
unfeasibility,negative
unfeasible,negative
unfeathered,negative
unfeelingness,negative
unfeigned,positive
unfermented,positive
unfertile,negative
unfettered,positive
unfilled,negative
unfinanced,negative
unfinished,negative
unfirm,negative
unfit,negative
unfit,negative
unfitness,negative
unfitting,negative
unfixed,negative
unflagging,positive
unflattering,negative
unflawed,positive
unfledged,negative
unflinching,positive
unfluctuating,positive
unflurried,positive
unflustered,positive
unfocused,negative
unfocussed,negative
unfolding,positive
unforced,positive
unforceful,positive
unforeseeable,negative
unforeseen,negative
unforeseen,negative
unforesightful,negative
unforfeitable,positive
unforgetable,positive
unforgettable,positive
unforgivable,negative
unforgiving,negative
unformed,negative
unforseen,negative
unforseen,negative
unfortunate,negative
unfounded,negative
unframed,negative
unfree,negative
unfreeze,positive
unfrequented,negative
unfretted,negative
unfriendliness,negative
unfriendly,negative
unfrozen,positive
unfruitful,negative
unfueled,positive
unfulfilled,negative
unfunded,negative
unfurl,positive
unfurnished,positive
unfurrowed,positive
ungainly,negative
ungarbed,negative
ungarmented,negative
ungathered,positive
ungeared,negative
ungelesen,negative
ungenerous,negative
ungentle,negative
ungetreuen,negative
unglamorous,negative
unglamourous,negative
unglazed,negative
ungodliness,negative
ungodly,negative
ungoverned,negative
ungraceful,negative
ungracefulness,negative
ungracious,negative
ungraciousness,negative
ungraded,negative
ungrammatical,negative
ungrateful,negative
ungratefulness,negative
ungratified,negative
ungratifying,negative
ungreased,positive
ungregarious,positive
ungroomed,positive
unguiculate,negative
unguiculated,negative
unguided,positive
ungulate,positive
ungulated,positive
ungusseted,negative
unhallow,negative
unhallowed,negative
unhampered,positive
unhandled,negative
unhappiness,negative
unhappy,negative
unhardened,positive
unharmed,positive
unharmonious,negative
unharness,negative
unhcr,positive
unhcr,positive
unheaded,negative
unhealed,negative
unhealthful,negative
unhealthfulness,negative
unhealthy,negative
unhealthy,negative
unhearable,negative
unheard,positive
unhedged,negative
unheeded,positive
unheeding,negative
unhelpful,negative
unheralded,positive
unhesitating,positive
unhindered,positive
unhinge,negative
unhinged,negative
unhitch,positive
unholiness,negative
unholy,negative
unholy,negative
unhook,positive
unhopeful,negative
unhorse,positive
unhumorous,negative
unhurried,positive
unhurriedness,negative
unhurt,positive
unicameral,positive
unicar,positive
unicare,positive
unicast,negative
unication,negative
unicef,negative
unicef,positive
unicode,positive
unicode,positive
unicode,positive
unicodeerror,negative
unicorn,negative
unicorn,positive
unicycle,negative
uniden,negative
unidens,positive
unidentifiable,negative
unidentified,negative
unidimensional,positive
unidirectional,negative
unidirectional,positive
unido,positive
unieke,negative
unification,positive
unified,positive
unified,positive
uniform,positive
uniform,positive
uniformed,negative
uniformitarianism,positive
uniformity,positive
uniformizers,positive
uniformness,positive
unifying,positive
unigraphics,negative
unilateral,positive
unilevel,positive
unilluminated,negative
unilluminating,negative
unimaginable,negative
unimaginative,negative
unimagineable,positive
unimagined,positive
unimodal,negative
unimpaired,positive
unimpeded,positive
unimportance,negative
unimpressionable,negative
unimpressive,negative
unimprisoned,positive
unimproved,negative
uninfected,positive
uninflected,positive
uninfluenced,positive
uninfluential,negative
uninformative,negative
uninformed,negative
uninhabited,positive
uninhibited,positive
uninitialised,negative
uninitialized,negative
uninitiate,negative
uninitiate,negative
uninitiated,positive
uninjectable,negative
uninjured,positive
uninquiring,positive
uninquisitive,positive
uninspired,negative
uninspiring,negative
uninstall,positive
uninstall,negative
uninstall,positive
uninstaller,negative
uninstalling,negative
uninstructed,negative
uninstructive,negative
uninsulated,negative
uninsurability,positive
uninsurance,negative
uninsured,negative
uninsured,negative
unintegrated,negative
unintelligent,negative
unintelligibility,negative
unintelligible,negative
unintended,negative
unintentional,negative
unintentional,negative
uninterested,negative
uninteresting,negative
uninterestingness,negative
uninterrupted,positive
uninterrupted,positive
uninterruptible,positive
unintimidated,positive
unintrusive,positive
uninucleate,negative
uninventive,negative
uninvited,negative
uninviting,negative
uninvolved,negative
union,negative
unionisation,negative
unionise,positive
unionised,positive
unionist,negative
unionization,negative
unionize,positive
unionized,positive
uniparous,negative
unipolar,negative
unipower,positive
unique,positive
unique,positive
uniqueness,positive
unironed,negative
unisa,positive
unisex,positive
unisex,positive
unisoft,positive
unitard,positive
unitarian,positive
unitary,positive
unite,negative
unitedhealth,positive
unitest,positive
unitialized,negative
uniting,positive
unitisation,positive
unitization,positive
unity,positive
univ,positive
univalve,positive
unive,negative
universal,positive
universal,positive
universalclass,positive
universalisation,positive
universalist,positive
universalist,positive
universalistic,positive
universality,positive
universtiy,positive
universum,positive
univocal,positive
unix,positive
unix,positive
unixware,negative
unjpeg,negative
unjust,negative
unjustifiable,negative
unjustified,negative
unjustness,negative
unk,negative
unkemptness,negative
unkept,negative
unkeyed,negative
unkind,negative
unkindest,negative
unkindly,negative
unkindness,negative
unknot,positive
unknow,negative
unknowable,negative
unknowing,negative
unknowledgeable,positive
unknown,negative
unknown,negative
unknownn,positive
unkompliziert,negative
unkown,negative
unkown,negative
unlabeled,positive
unlabelled,positive
unlace,negative
unlaced,positive
unlade,negative
unlamented,positive
unlandscaped,positive
unlash,positive
unlatch,negative
unlaureled,positive
unlaurelled,positive
unlauteren,negative
unlawful,negative
unlawful,negative
unlawfulness,negative
unlax,positive
unleaded,positive
unlearned,positive
unleash,negative
unleavened,positive
unlettered,positive
unleveled,negative
unlicenced,negative
unlicensed,negative
unlife,negative
unlighted,negative
unlikable,negative
unlike,negative
unlikeable,negative
unlikelihood,negative
unlikeliness,negative
unlikely,negative
unlikely,positive
unlikeness,negative
unlimed,positive
unlimited,positive
unlined,positive
unlipped,negative
unliquidated,negative
unlisted,positive
unlit,negative
unlit,positive
unlittered,positive
unlivable,negative
unliveable,negative
unliveried,negative
unloaded,positive
unloading,positive
unlock,negative
unlock,positive
unlocking,positive
unlocking,positive
unlogical,negative
unlooked-for,negative
unloose,positive
unloosen,positive
unloved,negative
unlovely,positive
unloving,negative
unltd,positive
unlubricated,positive
unlucky,negative
unmade,negative
unmake,negative
unmalicious,positive
unmalleability,positive
unmalted,positive
unmanageable,negative
unmanageableness,negative
unmanaged,positive
unmanful,negative
unmanlike,negative
unmanliness,positive
unmanly,negative
unmanned,positive
unmannered,negative
unmannerly,negative
unmapped,negative
unmapping,negative
unmarked,negative
unmarred,positive
unmarried,positive
unmask,positive
unmasking,negative
unmatchable,negative
unmatched,positive
unmatched,positive
unmated,positive
unmeasurable,positive
unmeasured,positive
unmechanical,negative
unmediated,negative
unmelodic,negative
unmelodious,negative
unmelted,negative
unmentionable,negative
unmentionable,positive
unmerciful,negative
unmercifulness,negative
unmerited,negative
unmet,negative
unmetered,positive
unmik,negative
unmilitary,negative
unmindful,negative
unmindfulness,negative
unmined,negative
unmistakable,positive
unmitigated,negative
unmixable,negative
unmoderated,negative
unmodifiable,positive
unmodified,negative
unmodulated,negative
unmonitored,positive
unmortgaged,positive
unmotivated,negative
unmotorised,positive
unmotorized,positive
unmounted,negative
unmounting,negative
unmourned,positive
unmovable,negative
unmoved,positive
unmoving,negative
unmown,positive
unmusical,negative
unmutilated,positive
unmuzzle,positive
unmyelinated,negative
unnameable,negative
unnamed,negative
unnatural,negative
unnaturalness,negative
unneces,negative
unnecessary,negative
unneeded,negative
unneighborliness,positive
unnerving,negative
unneurotic,positive
unnneeded,negative
unnoted,negative
unnoticeable,negative
unnoticed,positive
unnumberable,positive
unnumbered,positive
unnumerable,positive
unobjectionable,positive
unobligated,positive
unobliging,positive
unobservant,positive
unobstructed,positive
unobstructed,positive
unobtainable,negative
unobtainium,positive
unobtainium,positive
unobtrusive,positive
unobtrusiveness,negative
unobvious,negative
unoccupied,positive
unodc,negative
unodostres,positive
unoffending,positive
unofficial,negative
unofficial,positive
unoiled,negative
unomil,positive
unopen,negative
unopened,negative
unopposable,negative
unopposed,positive
unordered,negative
unordinary,negative
unorganised,negative
unorganized,negative
unoriented,positive
unoriginal,negative
unoriginality,negative
unornamented,positive
unorthodox,negative
unorthodox,negative
unorthodoxy,negative
unostentatious,positive
unowned,negative
unpack,negative
unpackaged,negative
unpaid,negative
unpaid,negative
unpaintable,negative
unpainted,negative
unpaired,positive
unpalatability,negative
unpalatable,negative
unpalatableness,negative
unparalleled,positive
unpardonable,positive
unpardoned,negative
unparented,positive
unparliamentray,negative
unpassable,negative
unpatched,negative
unpatriotic,negative
unpatronised,positive
unpatronized,positive
unpatterned,positive
unpause,positive
unpaved,positive
unpaying,negative
unpeaceful,negative
unperceivable,negative
unperceiving,negative
unperceptive,negative
unperceptiveness,negative
unpermissive,negative
unpermissiveness,negative
unperplexed,positive
unpersuasiveness,negative
unperturbed,positive
unpick,positive
unpicturesque,positive
unpin,positive
unpitying,negative
unplanned,negative
unplanted,positive
unplayable,negative
unplayful,negative
unpleasant-smelling,negative
unpleasant,negative
unpleasantness,negative
unpleasing,negative
unpleasingness,negative
unploughed,positive
unplowed,positive
unplug,negative
unplumbed,positive
unpointed,negative
unpointedness,positive
unpolished,negative
unpolluted,negative
unpopular,negative
unpopularity,negative
unportable,negative
unposed,positive
unpotted,negative
unpowered,positive
unprecedented,negative
unpredictable,negative
unpredicted,positive
unprejudiced,positive
unpremeditated,positive
unprepared,negative
unpresidential,negative
unpretending,positive
unpretentious,positive
unpretentiousness,positive
unpreventable,positive
unpriestly,negative
unprincipled,negative
unprintable,negative
unprivileged,positive
unproblematic,positive
unprocessed,negative
unprocurable,negative
unproductive,negative
unproductiveness,negative
unprofessional,negative
unprofitability,negative
unprofitable,negative
unprofitableness,negative
unprogressive,negative
unprompted,negative
unpronounceable,negative
unproper,negative
unprophetic,negative
unpropitious,positive
unpropitiousness,positive
unprotected,negative
unprotected,positive
unprotective,negative
unproved,negative
unproven,positive
unprovocative,positive
unprovoked,negative
unprovoking,positive
unpublishable,negative
unpublished,positive
unpunctual,negative
unpunished,negative
unqualified,negative
unquenchable,positive
unquestionable,positive
unquestioned,positive
unquestioning,negative
unquiet,negative
unquotable,negative
unquoted,negative
unraised,positive
unranked,negative
unrated,positive
unravel,negative
unraveling,negative
unreachability,negative
unreachable,negative
unreached,negative
unreactive,positive
unreadable,negative
unready,negative
unreal,negative
unreal,positive
unrealised,negative
unrealistic,negative
unreality,negative
unrealizable,positive
unrealized,negative
unrealized,negative
unreason,negative
unreasonable,negative
unreasonableness,negative
unreasoning,negative
unreassuring,negative
unreceptive,negative
unreciprocated,negative
unrecognisable,negative
unrecognised,negative
unrecognizable,negative
unrecognized,negative
unrecommended,negative
unreconcilable,positive
unreconstructed,negative
unrecorded,positive
unrecoverable,positive
unredeemable,negative
unredeemed,negative
unreferenced,negative
unrefined,negative
unreflected,positive
unreflective,negative
unreformable,negative
unregarded,negative
unregenerate,negative
unregenerated,negative
unregistered,positive
unregistered,positive
unregretful,negative
unregretting,negative
unregularity,negative
unregulated,negative
unreinforced,positive
unrelatedness,positive
unreleased,positive
unrelenting,negative
unreliability,negative
unreliable,negative
unreliableness,negative
unrelieved,negative
unremitting,negative
unremorseful,negative
unrenewable,negative
unrenewed,positive
unrentable,negative
unrepairable,negative
unrepaired,negative
unrepeatable,negative
unrepentant,negative
unreplaceable,positive
unreportable,positive
unreported,positive
unreproducible,negative
unrequested,negative
unrequited,negative
unresentful,positive
unreserved,positive
unresistant,negative
unresisting,positive
unresolvable,negative
unresolved,negative
unrespectability,negative
unrespectable,negative
unresponsive,negative
unresponsiveness,negative
unrest,negative
unrestrained,negative
unrestraint,negative
unrestricted,positive
unrestrictive,positive
unretentive,negative
unretrievable,negative
unrevealed,negative
unreverberant,positive
unrevived,positive
unrewarding,negative
unrhetorical,negative
unrhymed,negative
unrhythmic,negative
unrhythmical,negative
unrifled,positive
unrigged,positive
unrighteous,negative
unrighteousness,negative
unrimed,negative
unripe,negative
unripened,negative
unrivalled,positive
unroll,positive
unrolling,negative
unruffled,positive
unruliness,negative
unruly,negative
unrwa,positive
unsaddle,negative
unsaddled,positive
unsafe,negative
unsafe,negative
unsafeguarded,positive
unsaid,negative
unsaid,negative
unsalable,negative
unsalaried,negative
unsaleable,negative
unsalted,negative
unsanctified,negative
unsanctioned,negative
unsanded,negative
unsanitariness,positive
unsanitary,negative
unsaponified,positive
unsarcastic,positive
unsated,negative
unsatiable,negative
unsatiated,negative
unsatisfactoriness,positive
unsatisfactory,negative
unsatisfied,negative
unsatisfying,negative
unsaturated,negative
unsaved,negative
unsavory,negative
unsavoury,negative
unsay,negative
unscalable,negative
unscanned,negative
unscathed,positive
unscheduled,negative
unscholarly,negative
unscientific,negative
unscom,negative
unscramble,positive
unscrew,positive
unscrewing,negative
unscrupulous,negative
unscrupulousness,negative
unseal,negative
unsealed,negative
unseamanlike,negative
unseamed,positive
unseasonable,negative
unseasonableness,negative
unseasoned,negative
unseat,negative
unseaworthiness,negative
unseaworthy,positive
unsectarian,negative
unsecured,negative
unseductive,negative
